province,sex,age_group,education,religion,household_size,marital,feeling_lifes,weight,weight_bs
Quebec,1,"(73,78]","University certificate, diploma or degree above",Very important,1,Divorced,Very satisfied,1945,0
Quebec,1,"(73,78]","University certificate, diploma or degree above",Very important,1,Never Married,Very satisfied,655,0
Quebec,1,"(73,78]","University certificate, diploma or degree above",Very important,2,Living with a partner,Very satisfied,2836,9086
Quebec,1,"(73,78]","University certificate, diploma or degree above",Very important,2,Married,Very satisfied,1497,3418
Quebec,1,"(78,83]",Bachelor's degree,Don't know/ Prefer not to answer,1,Widowed,Very satisfied,1606,0
Quebec,1,"(78,83]",Bachelor's degree,Not important at all,3,Married,Very satisfied,2856,0
Quebec,1,"(78,83]",Bachelor's degree,Not very important,1,Widowed,Very satisfied,655,699
Quebec,1,"(78,83]",Bachelor's degree,Somewhat important,1,Widowed,Very satisfied,2093,2440
Quebec,1,"(78,83]",Bachelor's degree,Somewhat important,2,Married,Very satisfied,6622,0
Quebec,1,"(78,83]",Bachelor's degree,Very important,1,Married,Very satisfied,1352,1837
Quebec,1,"(78,83]",Bachelor's degree,Very important,1,Never Married,Very satisfied,1226,978
Quebec,1,"(78,83]",High school diploma or certificate,Not important at all,2,Married,Not very satisfied,4741,2799
Quebec,1,"(78,83]",High school diploma or certificate,Not very important,1,Divorced,Not very satisfied,1258,868
Quebec,1,"(78,83]",High school diploma or certificate,Not very important,1,Widowed,Not at all satisfied,1098,1568
Quebec,1,"(78,83]",High school diploma or certificate,Not very important,2,Married,Very satisfied,5069,8243
Quebec,1,"(78,83]",High school diploma or certificate,Somewhat important,2,Living with a partner,Very satisfied,1247,0
Quebec,1,"(78,83]",High school diploma or certificate,Somewhat important,2,Married,Fairly satisfied,2103,5564
Quebec,1,"(78,83]",High school diploma or certificate,Somewhat important,2,Married,Very satisfied,4714,6813
Quebec,1,"(78,83]",High school diploma or certificate,Very important,1,Never Married,Very satisfied,1338,0
Quebec,1,"(78,83]",High school diploma or certificate,Very important,1,Widowed,Very satisfied,2566,0
Quebec,1,"(78,83]",High school diploma or certificate,Very important,2,Married,Very satisfied,8192,2936
Quebec,1,"(78,83]",Less than high school diploma,Don't know/ Prefer not to answer,1,Divorced,Not very satisfied,1326,1578
Quebec,1,"(78,83]",Less than high school diploma,Not important at all,1,Separated,Not at all satisfied,1256,932
Quebec,1,"(78,83]",Less than high school diploma,Not important at all,1,Separated,Very satisfied,784,905
Quebec,1,"(78,83]",Less than high school diploma,Not important at all,2,Living with a partner,Very satisfied,1374,1475
Quebec,1,"(78,83]",Less than high school diploma,Not important at all,2,Married,Very satisfied,1753,1771
Quebec,1,"(78,83]",Less than high school diploma,Not important at all,3,Married,Fairly satisfied,3577,2207
Quebec,1,"(78,83]",Less than high school diploma,Not very important,1,Never Married,Very satisfied,1296,1475
Quebec,1,"(78,83]",Less than high school diploma,Not very important,1,Widowed,Very satisfied,3230,615
Quebec,1,"(78,83]",Less than high school diploma,Not very important,2,Married,Fairly satisfied,2358,0
Quebec,1,"(78,83]",Less than high school diploma,Not very important,2,Widowed,Very satisfied,2492,0
Quebec,1,"(78,83]",Less than high school diploma,Somewhat important,1,Separated,Not very satisfied,725,1371
Quebec,1,"(78,83]",Less than high school diploma,Somewhat important,1,Widowed,Don 't know/ Prefer not to answer,2395,5222
Quebec,1,"(78,83]",Less than high school diploma,Somewhat important,1,Widowed,Fairly satisfied,3157,5549
Quebec,1,"(78,83]",Less than high school diploma,Somewhat important,1,Widowed,Not very satisfied,2739,8569
Quebec,1,"(78,83]",Less than high school diploma,Somewhat important,1,Widowed,Very satisfied,2389,5701
Quebec,1,"(78,83]",Less than high school diploma,Somewhat important,2,Married,Very satisfied,3977,4714
Quebec,1,"(78,83]",Less than high school diploma,Very important,1,Divorced,Fairly satisfied,817,0
Quebec,1,"(78,83]",Less than high school diploma,Very important,1,Married,Fairly satisfied,1276,0
Quebec,1,"(78,83]",Less than high school diploma,Very important,1,Separated,Very satisfied,2122,0
Quebec,1,"(78,83]",Less than high school diploma,Very important,1,Widowed,Fairly satisfied,3174,1846
Quebec,1,"(78,83]",Less than high school diploma,Very important,1,Widowed,Very satisfied,1406,0
Quebec,1,"(78,83]",Less than high school diploma,Very important,2,Married,Very satisfied,11820,9426
Quebec,1,"(78,83]",Less than high school diploma,Very important,2,Widowed,Very satisfied,2307,0
Quebec,1,"(78,83]",Less than high school diploma,Very important,3,Married,Very satisfied,8740,20192
Quebec,1,"(78,83]",Not stated,Not very important,1,Separated,Fairly satisfied,845,0
Quebec,1,"(78,83]",Not stated,Not very important,2,Living with a partner,Fairly satisfied,2263,5872
Quebec,1,"(78,83]",Not stated,Somewhat important,2,Married,Very satisfied,1609,4965
